exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-06-11,2024,0.25,cash
2024-12-17,2024,0.05,cash
2024-06-13,2023,0.2,cash
2023-12-27,2023,0.05,cash
2023-06-15,2022,0.14,cash
2023-01-17,2022,0.06,cash
2022-06-17,2021,0.2,cash
2021-06-17,2020,0.15,cash
2020-11-19,2020,0.05,cash
2020-06-25,2019,0.07,cash
2019-12-17,2019,0.05,cash
2019-06-14,2018,0.05,cash
2018-12-10,2018,0.2,cash
2018-06-19,2017,0.15,cash
2017-11-23,2017,0.2,cash
