exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-03-19,2024,0.05,cash
2023-03-30,2022,0.07,cash
2021-01-11,2020,0.05,cash
2020-02-26,2019,0.05,cash
2019-02-26,2018,0.05,cash
2018-02-13,2017,0.05,cash
2017-06-20,2016,0.05,cash
2017-06-20,2017,0.05,share
2016-10-31,2015,0.05,cash
2016-02-18,2015,0.05,cash
2015-06-02,2014,0.06,cash
2014-12-18,2014,0.06,cash
2014-04-23,2013,0.1,cash
2012-12-10,2011,0.07,cash
2012-06-12,2011,0.08,cash
