exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-04-02,2024,0.05,cash
2024-04-24,2023,0.05,cash
2023-06-26,2023,0.03,share
2022-09-14,2022,0.2,share
2021-06-15,2021,0.1,share
2020-04-23,2020,0.05,share
2019-04-22,2019,0.1,share
2018-05-31,2018,0.1,share
2018-05-11,2017,0.05,cash
2018-03-30,2017,0.05,cash
2017-05-29,2017,0.55,share
2017-02-27,2016,0.1,cash
2016-05-31,2016,0.5,share
2016-04-14,2015,0.25,cash
2015-11-26,2015,0.3,share
