exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-07-14,2025,0.15,share
2025-05-15,2024,0.07,cash
2024-12-12,2024,0.1,cash
2024-07-10,2024,0.15,share
2024-05-15,2023,0.06,cash
2023-12-07,2023,0.1,cash
2023-09-07,2023,0.45,share
2023-06-08,2022,0.35,cash
2022-07-13,2021,0.1,cash
2022-07-13,2022,0.1,cash
2021-12-07,2021,0.18,cash
2021-07-23,2020,0.1,cash
2020-12-01,2020,0.1,cash
2020-07-23,2019,0.09,cash
2019-12-31,2019,0.1,cash
