exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-04-25,2024,0.3,cash
2025-03-14,2024,0.2,cash
2024-02-28,2023,0.2,cash
2023-06-08,2022,0.2,cash
2023-01-05,2022,0.1,cash
2022-05-23,2021,0.1,cash
2021-09-29,2021,0.1,cash
2021-06-30,2021,0.2,share
2020-12-23,2020,0.2,cash
2020-08-28,2020,0.1,cash
2020-06-29,2019,0.1,cash
2020-06-29,2020,0.1,share
2020-01-03,2019,0.1,cash
2019-06-13,2018,0.1,cash
2019-05-30,2019,0.1,share
