exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-07-16,2025,0.25,share
2023-06-06,2022,0.05,cash
2023-06-06,2023,0.15,share
2022-06-07,2021,0.05,cash
2022-06-07,2022,0.5,share
2020-08-27,2019,0.1,cash
2019-07-31,2019,0.15,share
2019-06-14,2018,0.1,cash
