exercise_date,cash_year,cash_dividend_percentage,issue_method
2021-09-06,2021,0.15,share
2020-09-24,2020,0.15,share
2020-03-27,2020,0.15,share
2018-11-01,2018,0.15,share
2017-11-24,2017,0.6,share
