exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-05-14,2024,0.05,cash
2024-05-15,2023,0.05,cash
2023-05-11,2022,0.05,cash
2022-07-25,2021,0.05,cash
2021-05-31,2020,0.05,cash
2020-05-20,2019,0.05,cash
2019-05-07,2018,0.05,cash
2019-05-07,2019,0.1,share
2018-05-17,2017,0.05,cash
2018-05-17,2018,0.1,share
2017-05-08,2016,0.05,cash
2017-05-08,2017,0.1,share
2016-04-25,2015,0.05,cash
2016-04-25,2016,0.12,share
2015-04-13,2014,0.05,cash
