exercise_date,cash_year,cash_dividend_percentage,issue_method
2019-04-23,2018,0.1,cash
2018-09-05,2018,0.2,cash
2018-06-29,2018,0.2,share
2018-05-09,2017,0.1,cash
2018-01-22,2017,0.1,cash
2017-07-28,2017,0.2,cash
2017-05-09,2016,0.1,cash
2016-09-30,2016,0.25,cash
2016-09-30,2016,0.25,share
2015-10-31,2015,0.45,share
2015-10-12,2015,0.45,cash
2015-03-31,2015,0.05,share
2015-03-31,2015,0.2,share
