exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-09-04,2024,0.1,cash
2024-04-24,2023,0.1,cash
2023-07-06,2023,0.2,share
2022-08-30,2021,0.1,cash
2021-09-17,2020,0.1,cash
2020-08-27,2019,0.1,cash
2019-08-16,2018,0.08,cash
2018-08-27,2017,0.05,cash
2017-08-30,2016,0.04,cash
2015-12-31,2015,0.05,cash
2014-12-31,2014,0.05,cash
2013-12-31,2013,0.04,cash
2011-12-31,2011,0.036,cash
