exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-08-28,2024,0.05,cash
2024-06-26,2023,0.05,cash
2021-02-03,2020,0.05,cash
2017-07-17,2017,0.15,share
2015-10-28,2015,0.1,cash
2014-08-27,2014,0.1,cash
2014-01-22,2013,0.1,cash
2012-11-29,2012,0.1,cash
2012-03-14,2011,0.1,cash
2011-03-15,2010,0.15,cash
2009-10-21,2009,0.15,cash
2009-05-25,2008,0.05,cash
2008-11-24,2008,0.15,cash
2008-04-09,2007,0.4,cash
2007-06-05,2007,0.5,share
