exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-06-12,2024,0.05,cash
2025-06-02,2025,0.03,share
2024-09-11,2024,0.075,share
2023-08-21,2023,0.1,share
2022-09-28,2022,0.1,cash
2022-06-29,2022,0.1,share
2021-10-20,2021,0.05,cash
2021-04-28,2020,0.05,cash
2020-10-27,2020,0.15,cash
2020-09-03,2019,0.12,cash
2019-08-28,2019,0.08,cash
2019-06-03,2018,0.15,cash
2019-06-03,2019,0.1,share
2018-08-27,2018,0.1,cash
2018-05-08,2017,0.1,cash
