exercise_date,cash_year,cash_dividend_percentage,issue_method
2021-07-19,2020,0.03,cash
2021-07-19,2021,0.03,cash
2017-09-20,2016,0.02,cash
2017-09-20,2017,0.07,share
2017-04-19,2016,0.06,cash
2016-07-06,2016,0.1,share
2016-03-17,2015,0.06,cash
2015-03-24,2014,0.12,cash
2014-03-24,2013,0.08,cash
2013-06-28,2012,0.08,cash
2013-01-02,2012,0.1,cash
2012-04-16,2011,0.08,cash
2012-04-10,2012,0.25,share
2011-12-02,2011,0.1,cash
2011-04-27,2010,0.15,cash
